,SMILES,Experimental value
1516,O=C2CC1C4C=CC(CC4(C)(CC1C3(C)(CCC(O)CC23)))C(C)C5N(C)CC(C)CC5,1
1517,OC1CCC3(C)(C(C1)C(O)CC2C4C=CC(CC4(C)(CC23))C(C)C5N(C)CC(C)CC5),1
1518,O=C1N(CC1C(C)C)C3C(=O)C4CCC2C5CCC(C(N(C)C)C)C5(C)(CCC2C4(C)(CC3)),1
1519,O=C(OC5C(N(C(=O)c1ccccc1)C)CCC3(C)(C5(CCC2C4CCC(C(N(C)C)C)C4(C)(CCC23))))C,1
1520,O=C2OC5CC=C1CCN(C)C1C5(c3cc4OCOc4(cc23)),1
1521,N(C)C4CCC2(C)(C(CCC1C3CCC(C(N(C)C)C)C3(C)(CCC12))C4),1
1522,O=C(C=C(C)C)N(C)C4CCC2(C)(C(CCC1C3CCC(C(N(C)C)C)C3(C)(CCC12))C4),1
1523,O=C(C=C(C)C)NC4CCC2(C)(C(CCC1C3CCC(C(N(C)C)C)C3(C)(CCC12))C4),1
1524,O=C(N(C)C(C)C2CCC3C4CCC1CC(N(C)C)CCC1(C)C4(CCC23(C)))C,1
1525,O=C(NC4CCC3(C)(C(CCC1C3(CCC2(C)(C(CCC12)C(N(C)C)C)))C4))c5cnccc5,1
1526,O=C2c1ccccc1C6(N2C)(CCC4(C)(C(CCC3C5CCC(C(N(C)C)C)C5(C)(CCC34))C6)),1
1527,OC4CCC2(C)(C(CCC1C3CCC(C(N(C)C)C)C3(C)(CCC12))C4(O)),1
1528,O=C(OC3C(OC(=O)C)C6C7(O)(C(OC(=O)C(C)CC)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC4(O)(C(OC(=O)C(O)(C)CC)CCC5(C)(C34))))))C,1
1529,O=C(OC3C(OC(=O)C)C6C7(O)(C(OC(=O)C(C)CC)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC4(O)(C(OC(=O)C(O)(C)C(O)C)CCC5(C)(C34))))))C,1
1530,OC6C(O)C1(O)(C(CC24(OC3(O)(C(O)CCC4(C)(C3(CCC12)))))C7CN5CC(C)CCC5C(O)(C)C67),1
1531,OC4C=C3C2c1cc5OCOc5(cc1CN(C2)C3CC4(O)),1
1532,O=C(OC(C)C(O)(C(=O)OC3CCC6(C)(C4CC(OC(=O)C)C5C7(O)(C(OC(=O)C(C)CC)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC34(O))))))C)C,1
1533,O=C(OC3CC7C6(O)(OC4(CC2C5CN1CC(C)CCC1C(O)(C)C5(C(O)C(OC(=O)C(C)CC)C2(O)C34))C7(C)(CCC6(OC(=O)C))))C,1
1534,O=C(N5CC(C)CC6OC4(C(=C3C(=O)C2C(CC=C1CC(O)CCC12(C))C3CC4)C)C(C)C56)C,1
1535,O=C3C=C2CCC1C6C(C(=O)C1C2(C)CC3)=C(C)C5(OC4CC(C)CNC4C5(C))(CC6),1
1536,OC6CC5=CCC4C3C(=C(C)C2(OC1CC(C)CNC1C2(C))(CC3))CC4C5(C)CC6,1
1537,O=C4C3=C(C)C2(OC1CC(C)CNC1C2(C))(CCC3C5CCC6CC(O)CC(O)C6(C)(C45)),1
1538,O=C(OC4CC(OC(=O)C(O)(C)CC)C3(O)(OC56(CC2C7CN1CC(C)CCC1C(O)(C)C7(C(O)C(OC(=O)C(C)CC)C2(O)C6(C(O)CC3C45(C))))))C,1
1539,OC4CC3=CCC2c1ccc(c(c1CC2C3(C)CC4)C)C(C)C5NCC(C)CC5,1
1540,OC3CC2=CCC1C4C(=CCC1C2(C)CC3)C(C)(CC4)C(C)C5NCC(C)CC5,1
1541,OC3CC2=CCC1C4C(=CCC1C2(C)CC3)C(C)(C(O)C4)C(C)C5NCC(C)CC5,1
1542,O=C2OC(C)CC(OC1OC(CO)C(O)C(O)C1(O))C2,1
1543,Oc1cc2c(cc1(OC))CN4CCC3=CC(O)C(O)C2C34,1
1544,O=C5C3=C(C)C2(OC1CC(C)CNC1C2(C))(CCC3C6CC=C4CC(O)CCC4(C)C56),1
1545,O=C6C3=C(C)C2(OC1CC(C)CNC1C2(C))(CCC3C7CC=C5CC(OC4OC(CO)C(O)C(O)C4(O))CCC5(C)C67),1
1546,O=C(OC3CCC6(C)(C4CCC5C7(O)(C(O)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC34(O))))))c8ccc(OC)c(OC)c8,1
1547,O=C(OC3CCC6(C)(C4CCC5C7(O)(C(O)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC34(O))))))C,1
1548,OC6CC5=CCC4C(CC(O)C3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6,1
1549,OCC56(CCC2C(CC=C1CC(O)CCC12(C))C6(CC4N3CC(C)CCC3C(C)C45)),1
1550,O=C(OC3CCC6(C)(C4CC(OC(=O)C)C5C7(O)(C(OC(=O)C(C)CC)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC34(O))))))c8ccc(OC)c(OC)c8,1
1551,O=C(OC3CCC6(C)(C4CC(O)C5C7(O)(C(OC(=O)C(O)(C)CC)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC34(O))))))C(C)CC,1
1552,OC5CC4=CCC1C(CCC2(C)(C(CCC12)C(C)C3N=C(C)CC3))C4(C)CC5,1
1553,OC1C(OC(C)C(O)C1(O))OC6CC5=CCC2C(CCC3(C)(C(CCC23)C(C)C4N=C(C)CC4))C5(C)CC6,1
1555,O=C6C=C5CCC4C(CCC3(CO)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6,1
1556,OC5CC4=CCC1C(CCC2(C)(C(CCC12)C(C3=NCC(C)CC3)C))C4(C)CC5,1
1557,OC3CC2=CCC1C6C(=CCC1C2(C)CC3)C5(C)(C(OC4(NCC(C)CC4)C5(C))C6),1
1558,OC4CC3=CCC2c1ccc(c(c1CC2C3(C)CC4)C)C(C)C5NCC(C)CC5(O),1
1559,O=C(OC6C(O)C1(O)(C(CC24(OC3(O)(C(O)CCC4(C)(C3(CC(O)C12)))))C7CN5CC(C)CCC5C(O)(C)C67))C(C)CC,1
1560,O=C(OC3CCC6(C)(C4CC(O)C5C7(O)(C(OC(=O)C(C)CC)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC34(O))))))C,1
1561,OC3C(O)C6C7(O)(C(O)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC4(O)(C(O)CCC5(C)(C34))))),1
1562,OCC%10OC(OC2C(OC(CO)C(O)C2(OC1OCC(O)C(O)C1(O)))OC9C(O)C(O)C(OC8CCC7(C)(C(CCC6C7(CCC5(C)(C6(CC4OC3(NCC(C)CC3)C(C)C45))))C8))OC9(CO))C(O)C(O)C%10(O),1
1563,OCC9OC(OC1C(OC(CO)C(O)C1(O))OC8C(O)C(O)C(OC7CCC6(C)(C(CCC5C6(CCC4(C)(C5(CC3OC2(NCC(C)CC2)C(C)C34))))C7))OC8(CO))C(O)C(O)C9(O),1
1564,OCC%10OC(OC2C(OC(CO)C(O)C2(OC1OCC(O)C(O)C1(O)))OC9C(O)C(O)C(OC8CC7=CCC6C(CCC5(C)(C6(CC4OC3(NCC(C)CC3)C(C)C45)))C7(C)CC8)OC9(CO))C(O)C(O)C%10(O),1
1566,OCC9OC(OC8C(O)C(OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6)C8(OC7OC(C)C(O)C(O)C7(O)))CO)C(O)C(O)C9(O),1
1567,OC6CCC5(C)(C(CCC4C5(CCC3(C)(C4(CC2OC1(NCC(C)CC1)C(C)C23))))C6),1
1568,OC6CC5=CCC4C(CCC3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6,1
1569,OCC9OC(OC8C(O)C(OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2OC1(NCC(C)CC1)C(C)C23)))C5(C)CC6)C8(OC7OC(C)C(O)C(O)C7(O)))CO)C(O)C(O)C9(O),1
1570,OCC9OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2OC1(NCC(C)CC1)C(C)C23)))C5(C)CC6)C(OC7OC(C)C(O)C(O)C7(O))C(O)C9(OC8OC(C)C(O)C(O)C8(O)),1
1571,OCC8OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2OC1(NCC(C)CC1)C(C)C23)))C5(C)CC6)C(O)C(O)C8(OC7OC(C)C(O)C(O)C7(O)),1
1574,OCC9OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6)C(OC7OC(C)C(O)C(O)C7(O))C(O)C9(OC8OC(C)C(O)C(O)C8(O)),1
1575,OCC8OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6)C(OC7OC(C)C(O)C(O)C7(O))C(O)C8(O),1
1577,OCC8OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6)C(O)C(O)C8(OC7OC(C)C(O)C(O)C7(O)),1
1578,OCC7OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6)C(O)C(O)C7(O),1
1580,OC6CC5=CCC4C(CCC3(C)(C4(CC2OC1(NCC(C)CC1)C(C)C23)))C5(C)CC6,1
1582,OC6CC5=CCC4C(CCC3(C)(C4(CC2OC1(N(C)CC(C)CC1)C(C)C23)))C5(C)CC6,1
1583,OC45(OC3CC2C6CCC1CC(N)CCC1(C)C6(CCC2(C)C3C(C)C5(NCC(C)C4))),1
1584,OCC12(CN(CC)C3C6(O)(C(OC)C1C3(C(OC)CC2)C5CC4C(OC)CC6(O)(C5(C4(OC))))),1
1585,OC1C2CC5C1C(O)(CC2(OC))C3C(OC)C6C4(COC)(CN(CC)C3C56(C(O)CC4)),1
1586,O=C(OC1C6C4CC1(O)C(OC)C(O)C6(OC(=O)C)(C2C(OC)C5C3(COC)(CN(CC)C2C45(C(OC)CC3(O)))))c7ccccc7,1
1587,OCC(=CC3c2cccc1[nH]cc(c12)CC3(NC))C,1
1588,OC1CC(OC)C56(C2N(CC)CC1(COC)C6(C(OC)C2C4(O)(C(O)C(OC)C3(O)(CC5(C4(C3(O))))))),1
1589,O=C(OC1C6C4CC1(O)C(OC)C(O)C6(O)(C2C(OC)C5C3(COC)(CN(CC)C2C45(C(OC)CC3(O)))))c7ccccc7,1
1590,O=C(OC1C6C4CC1(O)C(OC)C(O)C6(OC(=O)C)(C2C(OC)C5C3(COC)(CN(C)C2C45(C(OC)CC3(O)))))c7ccccc7,1
1591,OC1CC(OC)C56(C2N(C)CC1(COC)C6(C(OC)C2C4(O)(C(O)C(OC)C3(O)(CC5(C4(C3(O))))))),1
1592,O=C(OC1C6C4CC1(O)C(OC)C(O)C6(O)(C2C(OC)C5C3(COC)(CN(C)C2C45(C(OC)CC3(O)))))c7ccccc7,1
1593,O=C(OC1C6C4CC1(O)C(OC)C(O)C6(OC(=O)C)(C2C(OC)C5C3(COC)(CN(C)C2C45(C(OC)CC3))))c7ccccc7,1
1594,OC2C(OC)C1(O)(CC5C(C1(O))C2(O)C3C(OC)C6C4(COC)(CN(C)C3C56(C(OC)CC4))),1
1595,O=C(OC1C6C4CC1(O)C(OC)C(O)C6(O)(C2C(OC)C5C3(COC)(CN(C)C2C45(C(OC)CC3))))c7ccccc7,1
1596,OC1C(=C)C5CC16(C2CC4C3(C)(CN(CC)C2C4(C(O)CC3)C6(CC5(O)))),1
1597,O=C1CC5C2(CC1C(=C)C2(O))C3CC6C4(C)(CN(CC)C3C56(C(O)CC4)),1
1599,OC1C2CC6C1C(O)(CC2(OC))C3CC5C4CN(CC)C3C56(C(OC)CC4),1
1600,O=C(OC1C6C4CC1(O)C(OC)C(O)C6(OC)(C2C(OC)C5C3(COC)(CN(C)C2C45(C(OC)CC3(O)))))c7ccccc7,1
1601,OC1C2CC5C1C(O)(C(O)C2(OC))C3C(OC)C6C4(COC)(CN(CC)C3C56(C(O)CC4)),1
1602,O=C(OC6C5C3CC6(O)(C(OC)CC5(OC(=O)C)(C1C(OC)C4C2(COC)(CN(CC)C1C34(C(OC)CC2(O))))))c7ccc(OC)cc7,1
1603,OC1C2CC5C1C(O)(CC2(OC))C3CC6C4(COC)(CN(CC)C3C56(C(OC)CC4)),1
1604,O=C(OC1C2CC5C1C(O)(CC2(OC))C3CC6C4(COC)(CN(CC)C3C56(C(OC)CC4)))C,1
1605,OC6C(=C)C4CCC56(CCC3C2(C)(CN1CCOC1C3(CCC2)C5(C4))),1
1606,O=C(OC12(CN(CC)C3C4CC1C3(C(OC)CC2)C6CC5C(OC)CC4(O)C6(O)(C5(OC))))c7ccccc7(NC(=O)C),1
1607,O=C(OCC12(CN(CC)C3C6(O)(C(OC)C1C3(C(OC)CC2)C5CC4C(OC)CC6(OC)(C5(C4(OC))))))c7ccccc7(NC(=O)CCC(=O)OC),1
1608,O=C(OCC12(CN(CC)C3C6(O)(C(OC)C1C3(C(OC)CC2)C5CC4C(OC)CC6(O)(C5(C4(OC))))))c7ccccc7N8C(=O)CCC8(=O),1
1610,OC1C2CC5C1C(O)(CC2(OC))C3CC6C4(C)(CN(CC)C3C56(C(O)CC4)),1
1611,OC7C5C3(C)(CN(CC)C4C67(OCOC26(CC(OC)C1CC(C2(C1(OC)))C45(C(OC)CC3)))),1
1612,O=C(OC7C5C3(C)(CN(CC)C4C67(OCOC26(CC(OC)C1CC(O)(C2(C1(OC)))C45(C(OC)CC3)))))C,1
1613,O=C(OC6C5C3CC6(O)(C(OC)CC5(OC(=O)C)(C1C(OC)C4C2(COC)(CN(C)C1C34(C(OC)CC2)))))c7ccccc7,1
1614,O=C(OCC12(CN(CC)C3C6(O)(C(OC)C1C3(C(OC)CC2)C5CC4C(OC)CC6(O)(C5(C4(OC))))))c7ccccc7(N),1
1615,OC1C2CC5C1C(O)(CC2(OC))C3(O)(C(OC)C6C4(COC)(CN(CC)C3C56(C(O)CC4))),1
1616,OC2CCC1(COC)(CN(CC)C3C6(O)(C(OC)C1C23C5CC4C(OC)CC6(O)(C5(C4(OC))))),1
1617,OC2CCC1(COC)(CN(CC)C3C6(O)(C(O)C1C23C5CC4C(OC)CC6(OC)(C5(C4(OC))))),1
1618,O=C(OCC12(CN(CC)C3C6(O)(C(OC)C1C3(C(OC)CC2)C5CC4C(OC)CC6(O)(C5(C4(OC))))))c7ccccc7(NC(=O)C),1
1619,O=C(OC1C2CC5C1C(OC(=O)C)(CC2(OC))C3C(OC)C6C4(COC)(CN(CC)C3C56(C(O)CC4)))C,1
1621,OCC12(CN(CC)C3C6(O)(C(OC)C1C3(C(O)CC2)C5CC4C(OC)CC6(O)(C5(C4(OC))))),1
1622,O=C(OC1C2CC5C1C(OC)(CC2(OC))C3(O)(C(O)C6C4(COC)(CN(CC)C3C56(C(O)CC4))))C,1
1623,O=C(OCC36(CN(CC)C4C57(OCOC27(CC(OC)C1CC(C2(C1(OC)))C4(C(OC)CC3)C6(C5(OC))))))c8ccccc8N9C(=O)CC(C9(=O))C,1
1624,O=C(OCC12(CN(CC)C3C6(O)(C(OC)C1C3(C(OC)CC2)C5CC4C(OC)CC6(O)(C5(C4(OC))))))c7ccccc7N8C(=O)CC(C8(=O))C,1
1625,OC1C7CC4C1C6(OCOC26(C(O)C5C3(C)(CN(CC)C2C45(C(OC)CC3))))(CC7(OC)),1
1626,OC7C5C3(C)(CN(CC)C4C67(OCOC26(CC(OC)C1CC(O)(C2(C1(OC)))C45(C(OC)CC3)))),1
1627,OCC36(CN(CC)C4C57(OCOC27(CC(OC)C1CC(C2(C1(OC)))C4(C(OC)CC3)C6(C5(OC))))),1
1628,O=C(OC7C5C3(C)(CN(CC)C4C67(OCOC26(CC(O)C1CC(O)(C2(C1(OC)))C45(C(OC)CC3)))))C,1
1629,OC3CC57(OCOC17(C(O)C6C2(C)(CN(CC)C1C6(C(OC)CC2)(C4CC3C(OC)C45)))),1
1630,OC2CC6(C)(CN1C5CC47(CC(=C)C3C(O)C7(C1C(C2)(C4(C3(O)))C56))),1
1631,O(c1ccc2c(c1)[nH]c3c2CCNC3C)C,1
1632,OC5C(=C)C3CCC45(CCC2C1(C=NCC2(C)(CCC1))C4(C3)),1
1633,OCCN1CC5(C)(CCCC3(C1)(C5(CCC24(CCC(C(=C)C2(O))CC34)))),1
1634,O=C1N(CCO)CC35(CCCC1(C)C5(CCC24(CCC(C(=C)C2(O))CC34))),1
1635,OC5C(=C)C3CCC45(CCC2C1(C=NCC2(CCC1)C4(C3))(C)),1
1636,OC1C2CC5C1C(O)(CC2(OC))C3C(OC)C6C4(COC)(CN(CC)C3C56(C(OC)CC4)),1
1637,O=C(OCC12(CN(CC)C3C6(O)(C(OC)C1C3(C(OC)CC2)C5CC4C(OC)CC6(O)(C5(C4(OC(=O)C))))))c7ccccc7N8C(=O)CC(C8(=O))C,1
1638,O=C(OCC12(CN(CC)C3C6(O)(C(OC)C1C3(C(OC)CC2)C4CC5C(O)C4C6(O)(CC5(OC)))))c7ccccc7N8C(=O)CC(C8(=O))C,1
1639,O=C(OC6C5C3CC6(O)(C(OC)CC5(OC(=O)C)(C1C(OC)C4C2(COC)(CN(CC)C1C34(C(OC)CC2)))))c7ccc(OC)cc7,1
1640,O=C3C2=COC(OC1OC(CO)C(O)C(O)C1(O))C(C=C)C2CC4N3CCS4,1
1641,O=C3C2=COC(OC1OC(CO)C(O)C(O)C1(O))C(C=C)C2CC4N3CCS4(=O),1
1642,N2=C1C=C(OC)C=CC1=C3C2=C(NCC3)C,1
1643,n1cc(c2c(c1)C(C)CC2)C,1
1644,n1cc(c2c(c1)C(C)CC2)COC,1
1645,o1ccc(c1)C3N2CC7(CCC2C(C)CC3)(CC6(CN5C(c4cocc4)CCC(C)C5CC6)SC7),1
1647,OC7N2C(c1cocc1)CCC(C)C2CCC67(CC5(CN4C(c3cocc3)CCC(C)C4CC5)CS6),1
1649,OC7N2C(c1cocc1)CCC(C)C2CCC67(CC5(CN4C(c3cocc3)CCC(C)C4CC5)SC6),1
1650,OC7N2C(c1cocc1)CCC(C)C2CCC67(CC3(CCC5N(C3(O))C(c4cocc4)CCC5(C))SC6),1
1652,O=S7CC3(CN2C(c1cocc1)CCC(C)C2CC3)CC67(CN5C(c4cocc4)CCC(C)C5CC6),1
1653,O=C1OC(C)CC=C1,1
1654,O=C(NC1(OC3(O)(N(C1(=O))C(C(=O)N2CCCC23)CC(C)C))C)C7C=C6c5cccc4[nH]cc(c45)CC6N(C)C7,1
1655,[O-][N+]23(CC(C)CCC3(C(C)CCC2(c1cocc1))),1
1656,o1ccc(c1)C3N2CC(C)CCC2C(C)CC3,1
1658,OC3(C)(CN2C(c1cocc1)CCC(C)C2CC3),1
1660,O=C(OC2CC1N(C)C(CC1)C2)C(c3ccccc3)CO,1
1662,O=C(OC1CC3N(C)C(C1)C2OC23)C(c4ccccc4)CO,1
1663,O=C(OC2CC1N(C)C(CC1)C2)C(=C)c3ccccc3,1
1664,O=C(OC1CC2N(C)C(C1)C(O)C2)C(c3ccccc3)CO,1
1665,OCC3=CC4c2cccc1[nH]cc(c12)CC4(N(C)C3),1
1667,O=C(OC1CC3N(C)C(C1)C2OC23)C(=C)c4ccccc4,1
1668,O=C(OC2CC1N(C)C(CC1)C2)Cc3ccccc3,1
1669,OC2CC1N(C)C(CC1)C2,1
1670,O=C(OC2CC1N(C)C(CC1)C2)C7c3ccccc3C(C(=O)OC5CC4N(C)C(CC4)C5)(c6ccccc6)CC7,1
1671,O=C(OC1CC2N(C)C(C1)C(O)C2(O))C(=CC)C,1
1672,O=C(OC2CC1N(C)C(CC1)C2)C(=CC)C,1
1673,O=C(OC2CC1NC(CC1)C2)C(c3ccccc3)CO,1
1674,O=C(OC1CC2CCC(C1)[N+]2([O-])(C))C(c3ccccc3)CO,1
1675,O=C1CC2N(C)C(C1)CC2,1
1676,OCC4(O)(C=C3c2cccc1[nH]cc(c12)CC3N(C)C4),1
1678,O=C(OC2CC1N(C)C(CC1)C2)C,1
1681,OC2CC1NC(O)(CC1)C2(O),1
1682,OC2CC1(O)(NC(CC1)C2(O)),1
1683,OC1CCC2NC1(O)C(O)C2,1
1684,OC2CC1NC(O)(CC1(O))C2(O),1
1685,OC2C(O)C(O)C1(O)(NC2(CC1)),1
1687,OC4(C=C3c2cccc1[nH]cc(c12)CC3N(C)C4)(C),1
1689,OC1CC2(O)(NC1C(O)C(O)C2(O)),1
1690,OC2C(O)C1NC(N)(CC1)C2(O),1
1691,O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC(=O)C),1
1692,O=C1C=C4C(=CC=C1(OC))c3c(OC)c(OC)c(OC2OC(CO)C(O)C(O)C2(O))cc3CCC4(NC(=O)C),1
1693,O=CNC3C1=CC(=O)C(OC)=CC=C1c2c(OC)c(OC)c(OC)cc2CC3,1
1694,O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC(=O)CC(=O)C),1
1695,O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC),1
1696,O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(O)cc2CCC3(NC(=O)C),1
1697,O=C(NC2C3=C(c1c(OC)c(OC)c(OC)cc1CC2)C4C=C(OC)C(=O)C34)C,1
1698,c2cc1[nH]cc3c1c(c2)C4C=C(C)CN(C)C4(C3),1
1704,O=C(NCc1ccc(O)c(OC)c1)CCCCC=CC(C)C,1
1705,NC,1
1706,N(C)(C)C,1
1707,O=C(NCc1ccc(O)c(OC)c1)CCCCCCCC(C)C,1
1708,O=C(N)C4C=C3c2cccc1[nH]cc(c12)CC3N(C)C4,1
1709,O=C(NCc1ccc(O)c(OC)c1)CCCCC=CC(C)CC,1
1710,O=C(NCc1ccc(O)c(OC)c1)CCCCCC(C)C,1
1711,O=C(NCc1ccc(O)c(OC)c1)CCCCC=CCC(C)C,1
1715,O=C(NCc1ccc(O)c(OC)c1)CCCCCCC(C)CC,1
1716,O=C(NCc1ccc(O)c(OC)c1)CCCCCCCC,1
1717,N(=C(N)N)CC=C(C)C,1
1718,OCC(=CCN=C(N)N)C,1
1719,O=C(OC2C(O)(C(=O)OC)C5N(c1cc(OC)ccc1C45(CCN3CC=CC2(CC)C34))C)C,1
1720,n1c[nH]c(c1)CCN(C)C,1
1721,O=C(NCCc1cnc[nH]1)C,1
1723,OC(c1ccccc1)C(NC)C,1
1724,OC(c1ccccc1)C(N)C,1
1727,O=C2OC(c1ccccc1)C(N2C)C,1
1729,OC(c1ccccc1)C(N(C)C)C,1
1730,O=C(OC)C2(O)(C(O)C5(C=CCN4CCC3(c1ccc(OC)cc1N(C)C23)C45)(CC)),1
1732,O=C(O)C(N)CC1C(=C)C1,1
1733,O=C(O)C(N)CCC(=O)NC(C(=O)O)CC1C(=C)C1,1
1734,O=C(O)C(N)CCON=C(N)N,1
1735,O=C(O)C(N)CCON,1
1736,O=C(O)C(N)CN1C=CC(=O)NC1(=O),1
1737,O=C(O)C1NCCCC1,1
1738,O=C(O)C(=O)NCC(N)C(=O)O,1
1739,N#CCC(N)C(=O)O,1
1740,O=C(O)NCCC(N)C(=O)O,1
1741,O=C(OC)C1CC26(C=CCN5CCC3(c4ccccc4(NC13(C2(C))))(C56)),1
1743,O=C1ON(C=C1)CC(N)C(=O)O,1
1744,O=C1ON(C=C1)CCC(N)C(=O)O,1
1748,N#CCC(NC(=O)CCC(N)C(=O)O)C(=O)O,1
1749,N#CCCNC(=O)CCC(N)C(=O)O,1
1750,O=C(O)C(N)CS(=O)C,1
1751,O=C(O)C(N)CS(=O)C=CC,1
1752,O=C(OC2C(O)(C(=O)OC)C5N(c1ccccc1C45(CCN3CC=CC2(CC)C34))C)C,1
1753,O=C(O)C(N)CS(=O)CCC,1
1754,O=C(O)C(N)CS(=O)CC=C,1
1755,N#CC(OC1OC(CO)C(O)C(O)C1(O))c2ccccc2,1
1756,N#CC(OC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O))c3ccccc3,1
1757,N#CC(OC1OC(CO)C(O)C(O)C1(O))c2ccc(O)cc2,1
1758,N#CC(OC1OC(CO)C(O)C(O)C1(O))=C(C=CC(=O)O)CC(=O)O,1
1759,N#CC(OC1OC(CO)C(O)C(O)C1(O))C(C)C,1
1761,N#CC(OC1OC(CO)C(O)C(O)C1(O))(C)C,1
1762,N#CC(OC1OC(CO)C(O)C(O)C1(O))(C)CC,1
1764,O=C(OC2C(O)(C(=O)OC)C5N(c1cc(OC)c(cc1C45(CCN3CC=CC2(CC)C34))C9(C(=O)OC)(c7[nH]c6ccccc6c7CCN8CC(CC(O)(C8)CC)C9))C)C,1
1765,N#CC(OC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O))(C)C,1
1766,N#CC(OC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O))(C)CC,1
1768,N#CC(OC1OC(CO)C(O)C(O)C1(O))c2cccc(O)c2,1
1771,N#CC(OC2OC(COC1OCC(O)C(O)C1(O))C(O)C(O)C2(O))c3ccccc3,1
1773,C(C#CC=CC)#CC=CC=CCC,1
1774,OC(C=CC#CC#CC=CC)CCC,1
1775,O=C(OC)C2CC16(C=CCN5CCC3(c4ccccc4(NC23(CC1)))(C56)),1
1776,OCC=CC#CC#CC=CC=CCC,1
1777,OC(C#CC#CCC=CCCCCCCC)C=C,1
1778,OC(C#CC#CCC=CC=CCCCC=C)C=C,1
1779,OC(C#CC#CC(O)C=CCCCCCCC)C=C,1
1780,O=C(C#CC#CCC=CCCCCCCC)C=C,1
1781,OC(C#CC#CC=CC(O)CCCCCCC)C=C,1
1782,O=C(C#CC#CC(O)C=CCCCCCCC)C=C,1
1783,OCCCC#CC#CC=CC=CC=CC(O)CCC,1
1784,OCCCC#CC#CC=CC=CC=CCCCC,1
1786,O=C(OC)C3=COC(C)C4CN2CCc1c5ccccc5([nH]c1C2CC34),1
1787,OCCCC#CC#CC=CC=CC(O)CCCCC,1
1788,OCCCC#CC#CC(O)C=CCCCCCCC,1
1789,OCCCC#CC#CC=CC(O)CCCCCCC,1
1790,O=C(CCC=CC=CC#CC#CCCCO)CCC,1
1792,OCC=CC#CC#CC=CC=CCCC(O)CCC,1
1793,OCCCC#CC#CC=CC=CCCC(O)CCC,1
1794,OCC=CC#CC#CC=CC=CCCCCCC,1
1795,O=C(CCC=CC=CC#CC#CC=CC)CCC,1
1797,O=C(OC6C2(OC5CCN4CCC3(c1ccccc1N(C)C23)C4C56(CC))(C(=O)OC))C,1
1799,O=S(=O)(O)ON=C(C)SC1OC(CO)C(O)C(O)C1(O),1
1800,O=S(=O)(O)ON=C(CC)SC1OC(CO)C(O)C(O)C1(O),1
1801,C=CCC(=NOS(=O)(=O)[O-])S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[K+],1
1802,O=S(=O)(O)ON=C(CC=C)SC1OC(CO)C(O)C(O)C1(O),1
1803,O=S(=O)(O)ON=C(CCCC)SC1OC(CO)C(O)C(O)C1(O),1
1804,O=S(=O)(O)ON=C(CCC=C)SC1OC(CO)C(O)C(O)C1(O),1
1805,O=S(=O)(O)ON=C(CC(O)C=C)SC1OC(CO)C(O)C(O)C1(O),1
1806,O=S(=O)(O)ON=C(CCCC=C)SC1OC(CO)C(O)C(O)C1(O),1
1807,O=S(=O)(O)ON=C(CC(O)CC=C)SC1OC(CO)C(O)C(O)C1(O),1
1808,O=C(OC)C45(c2[nH]c1ccccc1c2CCN3CC(C=C(CC)C34)C5),1
