,SMILES,Experimental value
846,O=C(OC1CC34(CC(O)(C)C(CCC3(C(O)(C)C2CC(O)C(C)(C)C12(O)))C4(OC(=O)C)))C,1
847,O=C(OC3C2CCC4C(O)(C)C5C1OC1C(C)(C)C5(O)(C(O)CC34(CC2(O)(C))))C,1
848,OC1C(O)C(C)(C)C2(O)(C(O)CC34(CC(O)(C)C(CCC3(C(O)(C)C12))C4(O))),1
849,O=C(OC1CC34(CC(O)(C)C(CCC3(C(O)(C)C2C(O)C(O)C(C)(C)C12(O)))C4(OC(=O)C)))C,1
850,OC1CC34(CC(O)(C)C(CCC3(C(=C)C2C(OC)C(O)C(C)(C)C12(O)))C4(O)),1
851,O=C(OCC1OC(OC(=O)C(=C)CCO)C(O)C(O)C1(O))C(=C)CCO,1
853,O=C(OC2C1CCC3C(=C)C4C(O)C(O)C(C)(C)C4(O)(C(O)CC23(CC1(O)(C))))C,1
854,OC1C(O)C(C)(C)C2(O)(C(O)CC34(CC(O)(C)C(CCC3(C(=C)C12))C4(O))),1
855,OC1CC34(C=C(C)C(CCC3(C(=C)C2CC(O)C(C)(C)C12(O)))C4(O)),1
856,O=C(OCC2OC(OCCc1ccc(O)cc1)C(O)C(O)C2(O))C=Cc3ccc(O)c(OC)c3,1
857,OCC5OC(OC2CC1C(=C)C4CCC3CC4(CC(O)C1(O)C2(C)(C))(CC3(O)(C)))C(O)C(O)C5(O),1
858,O=C(OCC23(OC3(C(O)C1C=COC(O)C12)))C=Cc4ccccc4,1
859,O=C(OCC34(OC4(C(O)C2C=COC(OC1OC(CO)C(O)C(O)C1(O))C23)))C=Cc5ccccc5,1
862,O=C(C=C(C)C)C(C=C)(C)C,1
863,Oc1cc3c(cc1(OC))CCN4Cc2c(O)c(OC)ccc2CC34,1
864,O=CC=C(C)CCC=C(C)C,1
867,OCCC(C)CCC=C(C)C,1
868,OCC=C(C)CCC=C(C)C,1
870,OC(C=C)(C)CCC=C(C)C,1
873,OCC(=CC(C=C)C(=C)C)C,1
874,Oc1c(OC)ccc4c1c2c(OC)c(OC)cc3c2C(N(C)CC3)C4,1
875,O=C(OCC(=CC(C=C)C(=C)C)C)C,1
876,C=CC(=C)CCCC(=C)C,1
877,C=CC(=C)CCC=C(C)C,1
878,C=CC(=CCCC(=C)C)C,1
879,C=CC(=CCC=C(C)C)C,1
882,O1OC2(C=CC1(C)CC2)C(C)C,1
883,OC1CC2CCC1(C)C2(C)(C),1
884,C2=C(C)CC1C(C(=CCC1(C(C)C))C)C2,1
886,C1=C(C)CCC2=C(C)CCC(C12)C(C)C,1
887,OC2(C)(CCC(C1C=C(C)CCC12)C(C)C),1
889,C=C2C1CCC(C1)C2(C)C,1
890,O=C1CC2CCC1(C)C2(C)(C),1
891,C1=C(C)CC2C(C1)C2(C)(C),1
892,Oc1cc(ccc1C)C(C)C,1
893,OC1C(=CCC(C(=C)C)C1)C,1
894,OC1C2C(=CCC1C2(C)(C))C,1
895,O=C(OC1C2C(=CCC1C2(C)(C))C)C,1
896,Oc1cc(ccc1(OC))CC3c2cc(O)c(OC)cc2CCN3(C),1
898,O1C(C)(C)C2CCC1(C)CC2,1
899,OC(C)(C)C1CCC2(C)(CCCC(=C)C2(C1)),1
901,O=C2C1(C)(CCC(C1)C2(C)C),1
902,OC2C(C)(C)C1CCC2(C)(C1),1
903,O1C2C3OC3(CCC12(C))(C(C)C),1
904,C=C(C)C1CC=C(C)CC1,1
907,Oc1cc3c(cc1(OC))CCN4Cc2c5OCOc5(ccc2CC34),1
909,O=C1CC(C)CCC1C(C)C,1
910,o1cc(c2c1CC(C)CC2)C,1
911,C1=CC(CC=C1C)C(C)C,1
912,C1=C(C)C2CC(C1)C2(C)(C),1
914,C=C1CCC2CC1C2(C)(C),1
917,OC1C(=C)C2CC(C1)C2(C)(C),1
918,n1cc5c6OCOc6(ccc5(c2ccc3cc4OCOc4(cc3(c12)))),1
920,O=C1C=C(C)CCC1C(C)C,1
921,C=C1CCC2(CC12)C(C)C,1
923,O=C1C(=C)C2CC2(C1)(C(C)C),1
925,OC1C(=C)C2CC2(C1)(C(C)C),1
926,O=C(OC1C(=C)C2CC2(C1)C(C)C)C,1
927,C=1C=C(CCC=1C)C(C)C,1
928,C1=C(C)CC=C(C1)C(C)C,1
929,OC1(CC=C(C)CC1)C(C)C,1
930,O=C(O)c2cc1OCOc1c3c4cccc(OC)c4(cc(c23)[N+](=O)[O-]),1
931,OC(C)(C)C1CC=C(C)CC1,1
932,O=C1CC2(CC2(C1C))(C(C)C),1
935,OC1CC2(CC2(C1(C)))(C(C)C),1
936,O=C(OC1CC2(CC2(C1(C)))(C(C)C))C,1
937,Oc1cc(ccc1C(C)C)C,1
938,O=C(OCC45(C1OC3(O)(CC(O1)(C)C5(OC2OC(CO)C(O)C(O)C2(O))(CC34))))c6ccccc6,1
939,O=C(OCC34(C(=O)OC2(C)(CC(O)C4(CC23(OC1OC(CO)C(O)C(O)C1(O))))))c5ccccc5,1
941,O=C(OCC45(C1OC3(O)(CC(O1)(C)C5(OC2OC(CO)C(O)C(O)C2(O))(CC34))))c6ccc(O)cc6,1
942,O=C(OCC6OC(OC25(CC4C1(O)(OC(OC2(C)(C1))C45(COC(=O)c3ccccc3))))C(O)C(O)C6(O))c7ccccc7,1
943,O=C(OCC6OC(OC25(CC4C1(O)(OC(OC2(C)(C1))C45(COC(=O)c3ccc(O)cc3))))C(O)C(O)C6(O))c7ccccc7,1
944,O=C(OCC6OC(OC25(CC4C1(O)(OC(OC2(C)(C1))C45(COC(=O)c3ccccc3))))C(O)C(O)C6(O))c7cc(O)c(O)c(O)c7,1
945,O=C(OCC3C1OC2(O)(CC3(C(=O)CC2(O1)(C))))c4ccccc4,1
946,O=C(OC1C(=C(C(=O)C1)CC=CC=C)C)C2C(C=C(C)C)C2(C)(C),1
947,O=C(OC)C(=CC2C(C(=O)OC1C(=C(C(=O)C1)CC=CC=C)C)C2(C)(C))C,1
948,O=C(OC1C(=C(C(=O)C1)CC=CC)C)C2C(C=C(C)C)C2(C)(C),1
949,O=C(OC)C(=CC2C(C(=O)OC1C(=C(C(=O)C1)CC=CC)C)C2(C)(C))C,1
950,O=C(OC1C(=C(C(=O)C1)CC=CCC)C)C2C(C=C(C)C)C2(C)(C),1
952,O=C(OC)C(=CC2C(C(=O)OC1C(=C(C(=O)C1)CC=CCC)C)C2(C)(C))C,1
953,O=C(OCC3=COC(OC(=O)CC(C)C)C2C3(=CC(OC(=O)CC(C)C)C12(OC1)))C,1
954,O=C(OC3C=C1C(=COC(OC(=O)CC(C)C)C1C23(OC2))COC(=O)CC(C)C)C,1
955,O=C(OCC3=COC(OC(=O)CC(C)C)C2C3(=CC(OC(=O)CC(OC(=O)C)(C)C)C12(OC1)))C,1
956,O=C(OCC3=COC(OC(=O)CC(C)C)C2C3(=CC(OC(=O)CC(C)CC)C1(OC1)C2))C,1
957,O=C(OC3CC1(O)(C(=COC(OC(=O)CC(C)C)C1C23(OC2))COC(=O)C(OC(=O)CC(C)C)C(C)C))C,1
958,O=C(OC3CC1C(=COC(OC(=O)CC(C)C)C1C23(OC2))COC(=O)CC(C)C)C,1
960,O=CC2=CC=C1C2(=COC=C1COC(=O)C),1
961,OCC1=CC(O)C2C=COC(O)C12,1
962,O=C(OCC1OC(O)C(O)C(O)C1(O))C(=C)CCO,1
964,O=C(O)c2cc1OCOc1c3c4cc(O)ccc4(cc(c23)[N+](=O)[O-]),1
965,O=C(O)C4=COC(OC1OC(CO)C(O)C(O)C1(O))C3C4(C=CC3(O)(COC(=O)C=Cc2ccc(O)cc2)),1
966,OCC2=CC(O)C3C=COC(OC1OC(CO)C(O)C(O)C1(O))C23,1
967,OCC4OC(OC2OC=CC3C(O)C1OC1(CO)C23)C(O)C(O)C4(O),1
968,O=C(OC3CC2(O)(C(=COC(OC1OC(CO)C(O)C(O)C1(O))C2C3(O)(C))C(=O)OC))C=Cc4ccccc4,1
969,O=C(OC3CC2(O)(C(=COC(OC1OC(CO)C(O)C(O)C1(O))C2C3(O)(C))C(=O)OC))C=Cc4ccc(OC)cc4,1
970,O=C(OCC2=CC(O)C3C=COC(OC1OC(CO)C(O)C(O)C1(O))C23)c4ccc(O)cc4,1
971,O=C(OC)C2=COC(OC1OC(CO)C(O)C(O)C1(O))C3C2CCC3(O)(C),1
972,O=C(O)C2=COC(OC1OC(CO)C(O)C(O)C1(O))C3C2CCC3(O)(C),1
973,O=C(OC)C2=COC(OC1OC(CO)C(O)C(O)C1(O))C3C2CC(O)C3(C),1
975,O=C(O)C2=COC(OC1OC(CO)C(O)C(O)C1(O))C3C2CC(O)C3(C),1
976,O=CC2=COC(OC1OC(CO)C(O)C(O)C1(O))C3C2(O)CCC3(O)(C),1
977,OCC2=CC(O)C3(O)(C=COC(OC1OC(CO)C(O)C(O)C1(O))C23),1
978,O=CC2=COC(OC1OC(CO)C(O)C(O)C1(O))C3C(C)CCC23(O),1
979,O=CC2=COC(OC1OC(CO)C(O)C(O)C1(O))C3C2CCC3(C),1
980,O=C(OC2OC=C(COC1OC(CO)C(O)C(O)C1(O))C3CC(=O)C(C)C23)CC(C)C,1
981,O=C2OC3OC=C(COC1OC(CO)C(O)C(O)C1(O))C(C2)C3(C=C),1
982,O=C(OC2OC=C(COC1OC(CO)C(O)C(O)C1(O))C3CC(O)C(C)C23)CC(C)C,1
983,O=C(OC3OC=C(COC2OC(CO)C(OC1OCC(O)(CO)C1(O))C(O)C2(O))C4CC(=O)C(C)C34)CC(C)C,1
984,O=CCC2C(OC=C(C(=O)OC)C2(CC(=O)OCCc1ccc(O)c(O)c1))OC3OC(CO)C(O)C(O)C3(O),1
986,O=CCC2C(OC=C(C(=O)OC)C2(CC(=O)OCCc1ccc(O)cc1))OC3OC(CO)C(O)C(O)C3(O),1
987,O=C(OC)C2=COC(OC1OC(CO)C(O)C(O)C1(O))C(=CC)C2CC(=O)OCCc3ccc(O)c(O)c3,1
988,O=C(OC)C2=COC(OC1OC(CO)C(O)C(O)C1(O))C(=CC)C2CC(=O)OCCc3ccc(O)cc3,1
989,O=C1C(=CCC2(C1)(C(C)CCC2(C(C)C)))C,1
990,O=C1C=C(C)CCC=C(C)CCC1C(C)C,1
991,OCC=C(C)CCC=C(C)CCC=C(C)C,1
992,C=C1C=CC(CCC(=CCC1)C)C(C)C,1
993,CC1CCC(C=CC(=C)CCC=1)C(C)C,1
994,O=C(OC1C(=O)C(=CCCC(=C)C2CC(C)(C)C12)C)C,1
995,O=C1C(=CCCC(=C)C2CC(C)(C)C2(C1(O)))C,1
996,Oc1c(OC)ccc4c1c2c(O)c(OC)cc3c2C(N(C)CC3)C4,1
997,O=C1C(=CCCC(=C)C2CC(C)(C)C2(C1))C,1
1000,O=C3C(C)CC4(OC1OC(CO)C(O)C(O)C1(O))(C=C(C)C2(CC2)C(O)(C)C34),1
1001,O=C4C3C(OC1OC(CO)C(O)C(O)C1(O))(C=C(C)C2(CC2)C3(O)(C))CC4(C)C,1
1002,O=C4C3C(C(OC1OC(CO)C(O)C(O)C1(O))=C(C)C2(CC2)C3(O)(C))CC4(C)CO,1
1003,O=C2c1c(cc(c(c1C)CCO)C)CC2C,1
1004,C=CC(=C)CCC=C(C)CCC=C(C)C,1
1005,C=CC(=CCC=C(C)CCC=C(C)C)C,1
1006,OC1CCC(OC1(C)(C))(C)C2CC=C(C)CC2,1
1008,O=C1CCC(OC1(C)C)(C)C2CC=C(C)CC2,1
1009,OC(C)(C)C1OC(C)(CC1)C2CC=C(C)CC2,1
1010,OC(C)(CCC=C(C)C)C1CC=C(C)CC1,1
1011,O=C1OC3C(C1(=C))CC(O)C(OC(=O)C(=CC)C)(C)C24(OOC(C=C2)(C)C34),1
1012,O=C1OCC(C1(=C))CC=C(C)CC(=O)C=C(C)C,1
1013,O=C1OC2CC(C)C3(O)(CCC(=O)C3(C)(CC2(C1(=C)))),1
1014,O=C1OC2CC(=CCCC(=CC(O)C2(C1(=C)))CO)C,1
1015,O=C1OC2C(C1(=C))CCC(C)C3(O)(CCC(=O)C23(C)),1
1016,O=C1OC2C(C1(=C))CCC(C)C3C=CC(=O)C23(C),1
1017,O=C1OC3(C)(C4OC(=O)C(=C)C4(CCC2(OC23(C=C1))(C))),1
1018,Oc7ccc4cc7(Oc1ccc(cc1)CC6c5cc(Oc2c(OC)c(OC)cc3c2C(N(C)CC3)C4)c(OC)cc5CCN6(C)),1
1019,O=C1OC2C=C(CO)CCC=C(C)CC(OC(=O)C(C)CO)C2(C1(=C)),1
1020,O=C1OC2CC(C)C3C=CC(=O)C3(C)(C(O)C2(C1(=C))),1
1021,O=C1OC2CC(C)C3C=CC(=O)C3(C)(C(OC(=O)C)C2(C1(=C))),1
1022,O=C1OC2CC(C)C3C=CC(=O)C3(C)(C(OC(=O)C(C)C)C2(C1(=C))),1
1023,O=C1OC2CC(C)C3C=CC(=O)C3(C)(C(OC(=O)C(C)CC)C2(C1(=C))),1
1024,O=C2OC1CC(C)C3C=CC(=O)C3(C)(C(O)C1C2C),1
1025,O=C(OC2C1C(OC(=O)C1(C))CC(C)C3C=CC(=O)C23(C))CC(C)C,1
1026,O=C(OC2C1C(OC(=O)C1(C))CC(C)C3C=CC(=O)C23(C))C(=C)C,1
1027,O=C(OC2C1C(OC(=O)C1(C))CC(C)C3C=CC(=O)C23(C))C(=CC)C,1
1028,O=C3OC2C=1C(=CCC=1C)C(O)(C)CCC2C3C,1
1029,Oc7ccc4cc7(Oc1ccc(cc1)CC6c5c(Oc2cc3c(cc2(OC))CCN(C)C3C4)c(OC)c(OC)cc5CCN6(C)),1
1030,O=C4OC1OC2(OOC13(C(CCC(C)C3(CC2))C4C))(C),1
1031,O=C7OC6C5=C(C)C4C(C1C=C(C)C24(C3OC(=O)C(C)C3(CCC(O)(C)C12)))C5C(O)(C)CCC6C7C,1
1032,O=C3OC2C1=C(C)C5C(C1C(O)(C)CCC2C3C)C6C(O)C8(OC7(C)(CCC4C(C(=O)OC4C58(C67))C))(C),1
1033,O=C3OC2C1=C(C)C5C(C1C(O)(C)CCC2C3C)C6CC8(OC7(C)(CCC4C(C(=O)OC4C58(C67))C))(C),1
1034,O=C(OC2CC(=C1C=CC(O)(C)C1C3OC(=O)C(C)C23)C)C,1
1035,O=C3OC2C1=C(C(=O)CC1(O)C)C(O)(C)CCC2C3C,1
1037,O=C2OC1C=C(C)C(O)CC=C(C)CCC1C2C,1
1038,O=C2OC1CC(C(=O)CC=C(C)CCC1C2C)C,1
1039,O=C2OC1CC(C)C(O)CC=C(C)CCC1C2C,1
1041,O=C3OC1C(CCC2(C)(C(O)CC(=O)C(C)C12))C3C,1
1042,O=C1OC2C=C(C)CCC(O)C(=C)CCC2(C1(=C)),1
1043,O=C1OC2C=C(C)CCC(OO)C(=C)CCC2(C1(=C)),1
1044,O=C1OC2C=C(C)CCC(=O)C(=C)CCC2(C1(=C)),1
1045,O=C3OC1C(CCC2(C(=O)C=CC(O)(C)C12)(C))C3C,1
1046,O=C(OC1CC(=C)C3CC(O)C(=C)C3(C2OC(=O)C(=C)C12))C(=C)CO,1
1047,O=C(OC1CC(=C)C3CC(=O)C(=C)C3(C2OC(=O)C(=C)C12))C(=C)CO,1
1048,O=C1OC2C(C1(=C))C(O)CC(=C)C3CC(=O)C(C)C23,1
1049,O=C2OC1C3C(C(=C)CCC1C2(O)CO)CC(O)C3(C),1
1050,O=C(OC2CC(=CCCC(=CC1OC(=O)C(=C)C12)C)C)C=C(CO)CO,1
1051,O=C1OC2C=C(C)CCC=C(C)CC(OC(=O)C(=CCO)CO)C2(C1(=C)),1
1052,O=C1OC2C=C(C)CCC=C(C)CC(O)C2(C1(=C)),1
1053,CC1CC(O)C2C(C=C(C)CCC=1)OC(=O)C2=C,1
1054,O=C1OC2C=C(C)CCC=C(C)CCC2(C1(=C)),1
1055,O=C1OC2CC3(C(=CC2(C1(=C)))C(C)CCC3)(C),1
1056,O=C1OC2CC3(C)(CCCC(=C)C3(CC2(C1(=C)))),1
1057,O=C1OC2C(C1(=C))CCC(=C)C3CCC(=C)C23,1
1058,O=C1OC2CC(=CCCC(=CC(OC(=O)C)C2(C1(=C)))C)C,1
1059,O=C1OC2C(C1(=C))CCC(=C)C3CC(OC(=O)C)C(=C)C23,1
1060,O=C1OC2C(C1(=C))CCC3(C)(C(O)CCC(=C)C23),1
1061,O=C1OC2C(C1(=C))CCC3(C)(C(O)CC=C(C)C23),1
1063,O=C1OC2CC(CO)C(O)CC3OC3(C)(CC(OC(=O)C(=CC)C)C2(C1(=C))),1
1064,O=C1OC2CC(O)(C)C(O)CC3OC3(C)(CC(OC(=O)C(=CC)C)C2(C1(=C))),1
1065,O=C1OC2CC(C(=O)CC3OC3(C)(CC(OC(=O)C(=CC)C)C2(C1(=C))))CO,1
1066,O=C2OC3C=C(CO)C1(O)(OC(C)(CC1)CC(OC(=O)C(=CC)C)C3(C2(=C))),1
1067,O=C1OC2C=C(C)C3(O)(OC(C)(CC(OC(=O)C(=CC)C)C2(C1(=C)))C(O)C3),1
1068,O=C1OC2C=C(C)CCC=C(C)C(O)CC2(C1(=C)),1
1069,O=C(OC2CC(O)(C=CC(=O)C(=CC1OC(O)C(=C)C12)CO)C)C(=CC)C,1
1070,O=C1OC2C=C(C)C(O)CC3OC3(C)(CC(OC(=O)C(=CC)C)C2(C1(=C))),1
1071,O=C1OC2C(C1(=C))CCC(C)C3(O)(C=CC(=O)C23(C)),1
1072,O=C1OC2C(C1(=C))CCC(COC(=O)C)C3(O)(CCC(=O)C23(C)),1
1074,O4c1ccc(cc1)CC7c6cc(Oc2c(OC)c(OC)cc3c2C(N(C)CC3)Cc5ccc(OC)c4c5)c(OC)cc6CCN7(C),1
1075,O=C1OC2C(C1(=C))CCC(CO)C3(O)(CCC(OC(=O)C)C23(C)),1
1077,O=C1OC2C(C1(=C))CCC(CO)C3CCC(OC(=O)C)C23(C),1
1078,O=C1OC2C(C1(=C))CCC(C)C3CCC(=O)C23(C),1
1079,O=C1OC2C3OC3(C)(CCC=C(C)CCC2(C1(=C))),1
1080,O=C1OC2C(C1(=C))CCC3(C)(C(O)CCC(=C)C23(O)),1
1081,O=C1OC2C=C(C)C(O)CCC(=CC(O)C2(C1(=C)))C,1
1082,O=C1OC2CC(=C)C(O)CCC(=CC(O)C2(C1(=C)))C,1
1083,O=C(OC3CC(C)(C)CC4C2=CCC1C5(C)(CCC(=O)C(C)(CO)C5(CCC1(C)C2(C)CCC34(C(=O)O))))C(=CC)C,1
1084,O=C1OC2C(O)C3(C)(CC(=CCC2(C1(=C)))C(OO)CC3),1
1085,N7=C4c6cc(Oc1c(OC)c(OC)cc2c1C(N(C)CC2)Cc5ccc(OC)c(Oc3ccc(cc3)C4)c5(OC))c(OC)cc6CC7,1
1086,O=C1OC2CC3(OC3(CCC(=CC(OC(=O)C)C2(C1(=C)))C))(C),1
1087,O=C1OC2C3OC(O)CCC3(C)(CC(=O)CCC2(C1(=C))),1
1088,O=C2OC3C1C(C(=O)C=C1(C))=C(C)CC(O)C3(C2(=C)),1
1089,O=C1OC2C(C1(=C))CCC3(C)(C(O)CCC(O)(C)C23),1
1090,O=C2OC3C1=C(C(=O)CC(O)C1(C)CCC3(C2(=C)))C,1
1091,O=C1OC2CC3(C)(C(O)CCC(=C)C3(C(OC(=O)C(=CC)C)C2(C1(=C)))),1
1092,O=C1OC2C=C(C)C(O)CC(O)C(=C)CCC2(C1(=C)),1
1093,O=C1OC2C3OC3(C)(CCC(=O)C(=C)CCC2(C1(=C))),1
1094,O=C1OC2C=C(C)C(O)CC(=O)C(=C)CCC2(C1(=C)),1
1095,O=C1OC3C(C1(=C))CCC(=C)C4CC2OC2(C)C34,1
1097,O=C1OC3C(C1(=C))CCC(O)(C)C45(OC5(C2OC2(C)C34)),1
1099,O=C1OC2CC3(C)(CCCC(=C)C3(O)(CC2(C1(=C)))),1
1100,O=C1OC2CC3(C)(CCC(O)C(=C)C3(CC2(C1(=C)))),1
1101,O=C1OC2CC3(C)(C(O)CCC(=C)C3(CC2(C1(=C)))),1
1102,O=C1OC2CC(C)C3CCC(=O)C3(C)(CC2(C1(=C))),1
1103,O=C1OC2CC(C)C3CCC(=O)C3(C)(C(O)C2(C1(=C))),1
1104,O=C1OC2CC(C(=CCC2(C1(=C)))CCC(=O)C)C,1
1105,O=C1OC2CC(C(=CCC2(C1(=C)))C(OC(=O)C)CC(O)C)C,1
1106,O=C1OC2CC(C(=CCC2(C1(=C)))C(O)CC(OC(=O)C)C)C,1
1107,Oc4ccc(cc4(Oc1ccc(cc1)CC3c2cc(O)c(OC)cc2CCN3(C)))CC6c5cc(O)c(OC)cc5CCN6(C),1
1108,O=C1OC2CC(C(=CCC2(C1(=C)))C(OC(=O)C)CC(=O)C)C,1
1109,O=C1OC2CC(C(C=CC(=O)C)=CCC2(C1(=C)))C,1
1111,O=C2OC3C1C(C(=O)C=C1(CO))=C(C)CC(O)C3(C2(=C)),1
1112,O=C2OC3C1C(C(=O)C=C1(CO))=C(C)CCC3(C2(=C)),1
1113,O=C1C=C(CO)C3C1=C(C)CC(O)C2C3(OC(=O)C2(C)),1
1114,O=C3OC4C2C(C(=O)C=C2(COC(=O)Cc1ccc(O)cc1))=C(C)CC(O)C4(C3(=C)),1
1115,O=C3OC4C1C(C(=O)C=C1(CO))=C(C)CC(OC(=O)Cc2ccc(O)cc2)C4(C3(=C)),1
1116,O=C1C=C(CO)C4C1=C(C)CC(OC(=O)Cc2ccc(O)cc2)C3C4(OC(=O)C3(C)),1
1117,O=C1C=C(CO)C3C1=C(C)CCC2C3(OC(=O)C2(C)),1
1118,O4c1ccc(cc1)CC7c6c(Oc2cc3c(cc2(OC))CCN(C)C3Cc5ccc(OC)c4c5)c(OC)c(OC)cc6CCN7(C),1
1119,O=C(O)C(=O)OCC2=CC(=O)C1=C(C)CC(O)C3C(=C)C(=O)OC3(C12),1
1120,O=C(O)C(=O)OCC3=CC(=O)C2=C(C)CC(OC(=O)Cc1ccc(O)cc1)C4C(=C)C(=O)OC4(C23),1
1121,O=C1C=C(C)C3C1=C(C)CCC2C3(OC(=O)C2(C)),1
1122,O=C3OC2C4C(=C)C(OC1OC(CO)C(O)C(O)C1(O))CC4(C(=C)C(O)CC2C3C),1
1123,O=CC2=CCC(OC1OC(CO)C(O)C(O)C1(O))C(=CC3OC(=O)C(C)C3(CC2))C,1
1124,O=C1C=C(C)C4C1=C(C)C(OC2OC(CO)C(O)C(O)C2(O))CC3C4(OC(=O)C3(C)),1
1125,O=C(O)C(=CC=CC(=CC=CC=C(C=CC=C(C(=O)O)C)C)C)C,1
1126,O=C(OC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O))C(=CC=CC(=CC=CC=C(C=CC=C(C(=O)OC4OC(COC3OC(CO)C(O)C(O)C3(O))C(O)C(O)C4(O))C)C)C)C,1
1127,O=CC2=C(C)CC(OC1OC(CO)C(O)C(O)C1(O))CC2(C)C,1
1129,OC3Cc1cc6OCOc6(cc1C4N(C)Cc2c5OCOc5(ccc2C34)),1
1130,OC2CCC3(C)(C4CC=C1C5C(C)C(C)CCC5(C)(CCC1(C)C4(C)(CCC3(C2(C)(C))))),1
1131,OC5CCC4(C)(C(CCC2(C)(C4(CC=C1C3CC(C)(C)CCC3(C)(CCC12(C)))))C5(C)(C)),1
1132,OC1CCC2(C)(C4C(=CCC2(C1(C)(C)))C5(C)(CCC3(C)(CCC(C)C(C)C3C5(C)(CC4)))),1
1133,O=C(O)C35(CCC(C)C(C)C5(C2=CCC1C4(C)(CCC(O)C(C)(C)C4(CCC1(C)C2(C)CC3)))),1
1134,O=C(C=CC(O)(C)C)C(O)(C)C3C(O)CC4(C)(C5CC=C2C(C=C(OC1OC(CO)C(O)C(O)C1(O))C(=O)C2(C)C)C5(C(=O)CC34(C))(C)),1
1135,O=C(OC(C=CC(=O)C(O)(C)C2C(O)CC3(C)(C4CC=C1C(CC(O)C(=O)C1(C)C)C4(C(=O)CC23(C))(C)))(C)C)C,1
1136,O=C(OC(C)(C)CCC(=O)C(O)(C)C2C(O)CC3(C)(C4CC=C1C(CC(O)C(=O)C1(C)C)C4(C(=O)CC23(C))(C)))C,1
1137,O=C(OC(C=CC(=O)C(O)(C)C2C(O)CC3(C)(C4CC=C1C(CCC(O)C1(C)C)C4(C(=O)CC23(C))(CO)))(C)C)C,1
1138,O=C(C=CC(O)(C)C)C(O)(C)C2C(O)CC3(C)(C4CC=C1C(CC(O)C(=O)C1(C)C)C4(C(=O)CC23(C))(C)),1
1139,O=C(CCC(O)(C)C)C(O)(C)C2C(O)CC3(C)(C4CC=C1C(CC(O)C(=O)C1(C)C)C4(C(=O)CC23(C))(C)),1
1141,O=C(OC(C=CC(=O)C(O)(C)C2C(O)CC3(C)(C4CC=C1C(C=C(O)C(=O)C1(C)C)C4(C(=O)CC23(C))(C)))(C)C)C,1
1142,O=C(C=CC(O)(C)C)C(O)(C)C2C(O)CC3(C)(C4CC=C1C(C=C(O)C(=O)C1(C)C)C4(C(=O)CC23(C))(C)),1
1143,O=C4C(O)=CC3C(=CCC1C3(C(=O)CC2(C)(C(C(O)CC12(C))C(O)(C(=O)CC(O)C(O)(C)C)C))(C))C4(C)C,1
1145,O=C4C(O)=CC3C(=CCC1C3(C(=O)CC2(C)(C(C(O)CC12(C))C(O)(C(=O)CCC(O)(C)C)C))(C))C4(C)C,1
1146,O=C5C(O)=CC4C(=CCC2C4(C(=O)CC3(C)(C1C(OC(CC(=O)C1(C))C(O)(C)C)CC23(C)))(C))C5(C)C,1
1147,O=C(OC(C)(C)CCC(=O)C(O)(C)C2C(O)CC3(C)(C4CC=C1C(C=C(O)C(=O)C1(C)C)C4(C(=O)CC23(C))(C)))C,1
1148,O=C2CC4(C)(C(CCC4(C)(C3CC=C1C(CCC(O)C1(C)C)C23(C)))C(C)CCC(O)C(O)(C)C),1
1149,O=C(CCC(C)C2CCC3(C)(C4CC=C1C(CCC(O)C1(C)C)C4(C(=O)CC23(C))(C)))C(O)(C)C,1
1150,O=C2CC4(C)(C(CCC4(C)(C3CC=C1C(CCC(O)C1(C)C)C23(C)))C5(OC(CC5)C(O)(C)C)(C)),1
1152,O=C2CC4(C)(C(C(O)CC4(C)(C3CC=C1C(CCC(O)C1(C)C)C23(C)))C5(OC(CC5)C(O)(C)C)(C)),1
1153,O=C(OC(C=CC(=O)C(O)(C)C3C(O)CC4(C)(C5CC=C2C(CC(OC1OC(CO)C(O)C(O)C1(O))C(=O)C2(C)C)C5(C(=O)CC34(C))(C)))(C)C)C,1
1154,O=C(OC(C)(C)CCC(=O)C(O)(C)C3C(O)CC4(C)(C5CC=C2C(CC(OC1OC(CO)C(O)C(O)C1(O))C(=O)C2(C)C)C5(C(=O)CC34(C))(C)))C,1
1155,O=C(C=CC(O)(C)C)C(O)(C)C3C(O)CC4(C)(C5CC=C2C(CC(OC1OC(CO)C(O)C(O)C1(O))C(=O)C2(C)C)C5(C(=O)CC34(C))(C)),1
1156,O=C(CCC(O)(C)C)C(O)(C)C3C(O)CC4(C)(C5CC=C2C(CC(OC1OC(CO)C(O)C(O)C1(O))C(=O)C2(C)C)C5(C(=O)CC34(C))(C)),1
1157,O=C(OC(C=CC(=O)C(O)(C)C3C(O)CC4(C)(C5CC=C2C(C=C(OC1OC(CO)C(O)C(O)C1(O))C(=O)C2(C)C)C5(C(=O)CC34(C))(C)))(C)C)C,1
1158,O=C2CC4(C)(C(CCC4(C)(C3CC=C1C(CCC(O)C1(C)C)C23(C)))C(C)CCC(O)C(OC5OC(CO)C(O)C(O)C5(O))(C)C),1
